id	date	comment
5.77801E+17	Tue Mar 17 11:56:26 +0000 2015	NHS trust put into special measures 
5.77801E+17	Tue Mar 17 11:56:26 +0000 2015	VIDEO: Burnham on mental health 'scandal' 
5.77801E+17	Tue Mar 17 11:56:26 +0000 2015	VIDEO: 'Pharmacists are extremely skilled' 
5.77745E+17	Tue Mar 17 08:13:27 +0000 2015	VIDEO: Child mental health 'needs overhaul' 
5.77745E+17	Tue Mar 17 08:13:27 +0000 2015	VIDEO: Pharmacists 'should support GPs' 
5.77631E+17	Tue Mar 17 00:41:43 +0000 2015	Army of pharmacists' to help GPs 
5.77631E+17	Tue Mar 17 00:41:43 +0000 2015	Child mental health 'faces overhaul' 
5.7745E+17	Mon Mar 16 12:42:52 +0000 2015	Ebola: Seventh Brit sent home 
5.77419E+17	Mon Mar 16 10:41:44 +0000 2015	VIDEO: Mother warns over Meningitis W 
5.77383E+17	Mon Mar 16 08:15:02 +0000 2015	Flying doctors' fleet unveiled 
5.77383E+17	Mon Mar 16 08:15:02 +0000 2015	Inactive child 'will be couch potato' 
5.77291E+17	Mon Mar 16 02:12:21 +0000 2015	Pioneering surgery 'saves bowels' 
5.76976E+17	Sun Mar 15 05:20:54 +0000 2015	Parents face special needs 'lottery' 
5.7694E+17	Sun Mar 15 02:58:09 +0000 2015	Lack of sleep 'link to diabetes' 
5.76919E+17	Sun Mar 15 01:34:30 +0000 2015	Improve end-of-life care for all' 
5.7684E+17	Sat Mar 14 20:17:36 +0000 2015	VIDEO: Mental health spending boost 
5.76627E+17	Sat Mar 14 06:12:03 +0000 2015	Mental health 'to get funding boost' 
5.76582E+17	Sat Mar 14 03:13:48 +0000 2015	Testosterone boost 'could cut deaths' 
5.76538E+17	Sat Mar 14 00:20:43 +0000 2015	VIDEO: The art of microbes 
5.76442E+17	Fri Mar 13 17:58:35 +0000 2015	VIDEO: Hospitals 'struggling' with A&amp;E targets 
5.76442E+17	Fri Mar 13 17:58:35 +0000 2015	First 'successful' penis transplant 
5.76391E+17	Fri Mar 13 14:36:17 +0000 2015	VIDEO: British Ebola workers under observation 
5.76391E+17	Fri Mar 13 14:36:17 +0000 2015	Scarlet fever cases reach new high 
5.76374E+17	Fri Mar 13 13:27:33 +0000 2015	Vaccine plan for meningitis rise 
5.76374E+17	Fri Mar 13 13:27:33 +0000 2015	How bad has winter been for the NHS? 
5.7635E+17	Fri Mar 13 11:51:36 +0000 2015	A&amp;E target missed whole of winter 
5.76327E+17	Fri Mar 13 10:18:40 +0000 2015	Union calls 'incident' move a stunt 
5.76319E+17	Fri Mar 13 09:47:40 +0000 2015	VIDEO: 'My daughter might not have died' 
5.76319E+17	Fri Mar 13 09:47:39 +0000 2015	Measles fear for Ebola-hit countries 
5.76237E+17	Fri Mar 13 04:23:49 +0000 2015	Best hospitals 'now struggling' 
5.76082E+17	Thu Mar 12 18:08:50 +0000 2015	VIDEO: Sir Terry Pratchett's legacy to research 
5.75911E+17	Thu Mar 12 06:48:23 +0000 2015	RAF flight to help UK Ebola patient 
5.75812E+17	Thu Mar 12 00:14:00 +0000 2015	MPs criticise England cancer services 
5.75812E+17	Thu Mar 12 00:13:59 +0000 2015	Why not introduce more NHS charges? 
5.75733E+17	Wed Mar 11 19:01:48 +0000 2015	The NHS - a powerhouse for new medicines? 
5.75717E+17	Wed Mar 11 17:56:50 +0000 2015	UK military health worker has Ebola 
5.75701E+17	Wed Mar 11 16:52:06 +0000 2015	MPs back standardised cigarette packs 
5.75701E+17	Wed Mar 11 16:52:06 +0000 2015	Brain injury birth mum awarded £5m 
5.75683E+17	Wed Mar 11 15:42:31 +0000 2015	Are anti-smoking measures working? 
5.75683E+17	Wed Mar 11 15:42:31 +0000 2015	VIDEO: Lucas questions NHS spending priorities 
5.7564E+17	Wed Mar 11 12:49:56 +0000 2015	Using legal highs 'got worse and worse' 
5.75468E+17	Wed Mar 11 01:25:58 +0000 2015	Cigarette plain packaging vote due 
5.75456E+17	Wed Mar 11 00:41:33 +0000 2015	VIDEO: Living with early-onset Alzheimer's 
5.75286E+17	Tue Mar 10 13:23:14 +0000 2015	Starting gun 'fired' on new NHS 
5.75268E+17	Tue Mar 10 12:13:17 +0000 2015	VIDEO: Menopause 'not supported in workplaces' 
5.75102E+17	Tue Mar 10 01:13:55 +0000 2015	HRT-users 'may risk clots and stroke' 
5.74969E+17	Mon Mar 09 16:22:48 +0000 2015	Hunt for new obesity pills 
5.74883E+17	Mon Mar 09 10:42:36 +0000 2015	Are Rwandans healthier than the English? 
5.74767E+17	Mon Mar 09 03:02:41 +0000 2015	Warning over young diabetics' health 
5.74767E+17	Mon Mar 09 03:02:41 +0000 2015	C-section rates 'vary widely' in EU 
5.74407E+17	Sun Mar 08 03:12:01 +0000 2015	Frankie the dog ‘sniffs out cancer’ 
5.74059E+17	Sat Mar 07 04:07:59 +0000 2015	NHS 'whistleblower' demands new job 
5.73989E+17	Fri Mar 06 23:30:10 +0000 2015	No restrictions' on Ebola nurse 
5.7395E+17	Fri Mar 06 20:53:53 +0000 2015	VIDEO: New mental health rights proposed 
5.73856E+17	Fri Mar 06 14:41:52 +0000 2015	Low-fat diet 'burns more fat' 
5.73691E+17	Fri Mar 06 03:46:42 +0000 2015	Disrupting chemicals ‘cost billions’ 
5.73683E+17	Fri Mar 06 03:13:17 +0000 2015	New mental health rights proposed 
5.73655E+17	Fri Mar 06 01:24:15 +0000 2015	VIDEO: Child star with Down's syndrome back on TV 
5.73648E+17	Fri Mar 06 00:54:09 +0000 2015	End 'fixation' with A&amp;E wait target 
5.7358E+17	Thu Mar 05 20:24:14 +0000 2015	VIDEO: App guides blind people on the Tube 
5.73563E+17	Thu Mar 05 19:18:43 +0000 2015	Technology helps visually impaired navigate the Tube 
5.73529E+17	Thu Mar 05 17:03:42 +0000 2015	Prisons face smoking ban prosecution 
5.73435E+17	Thu Mar 05 10:48:46 +0000 2015	VIDEO: Meningitis: 'No one should go through this pain' 
5.73429E+17	Thu Mar 05 10:26:20 +0000 2015	Liberia 'Ebola-free' for one week 
5.73359E+17	Thu Mar 05 05:48:10 +0000 2015	Hospital crisis hit 900 operations 
5.73288E+17	Thu Mar 05 01:05:24 +0000 2015	Billions 'have untreated tooth decay' 
5.73288E+17	Thu Mar 05 01:05:24 +0000 2015	Plumbers 'should report cold homes' 
5.73176E+17	Wed Mar 04 17:39:46 +0000 2015	Autism appears 'largely genetic' 
5.73143E+17	Wed Mar 04 15:29:08 +0000 2015	"VIDEO: 'Cancer target missed for 20,000 people' "
5.73119E+17	Wed Mar 04 13:51:43 +0000 2015	VIDEO: Fears for future of Ebola orphanage 
5.73102E+17	Wed Mar 04 12:46:56 +0000 2015	Is another NHS scandal brewing? 
5.72969E+17	Wed Mar 04 03:57:42 +0000 2015	Clegg in drug law election pledge 
5.72924E+17	Wed Mar 04 00:56:34 +0000 2015	Adults get flu 'every five years' 
5.72924E+17	Wed Mar 04 00:56:34 +0000 2015	Care workers 'being short changed' 
5.72924E+17	Wed Mar 04 00:56:33 +0000 2015	VIDEO: The man who changed parenting 
5.72869E+17	Tue Mar 03 21:17:52 +0000 2015	Tablet video game combats lazy eye 
5.72831E+17	Tue Mar 03 18:48:06 +0000 2015	VIDEO: How much coffee is good for you? 
5.72815E+17	Tue Mar 03 17:43:34 +0000 2015	Unison votes to accept NHS pay deal 
5.72798E+17	Tue Mar 03 16:39:12 +0000 2015	Formal end to NI child heart surgery 
5.72798E+17	Tue Mar 03 16:39:11 +0000 2015	Hospital investigation cost £19.5m 
5.72719E+17	Tue Mar 03 11:25:05 +0000 2015	Cancer drug patient's England move 
5.72705E+17	Tue Mar 03 10:27:13 +0000 2015	A&amp;E waiting time targets missed 
5.72705E+17	Tue Mar 03 10:27:12 +0000 2015	$80m for Sierra Leone to fight Ebola 
5.7257E+17	Tue Mar 03 01:31:53 +0000 2015	Baby deaths inquiry report due 
5.72563E+17	Tue Mar 03 01:03:56 +0000 2015	Coffee linked to 'cleaner' arteries 
5.72484E+17	Mon Mar 02 19:49:01 +0000 2015	VIDEO: Hidden victims of the Ebola crisis 
5.72316E+17	Mon Mar 02 08:43:09 +0000 2015	GP shortages put pressure on doctors 
5.72309E+17	Mon Mar 02 08:13:21 +0000 2015	New GP deal allows more caring time 
5.72257E+17	Mon Mar 02 04:48:40 +0000 2015	Drug drivers targeted by new rules 
5.72257E+17	Mon Mar 02 04:48:39 +0000 2015	Child health 'an election issue' 
5.72257E+17	Mon Mar 02 04:48:39 +0000 2015	Are humans getting cleverer? 
5.71872E+17	Sun Mar 01 03:19:39 +0000 2015	Concern over online gonorrhoea care 
5.71502E+17	Sat Feb 28 02:48:17 +0000 2015	"Distinct ME stages found, says study "
5.71502E+17	Sat Feb 28 02:48:17 +0000 2015	Why Sam's 'wobbly brain' is important 
5.71474E+17	Sat Feb 28 00:57:59 +0000 2015	VIDEO: Improving palliative care in Mexico 
5.71322E+17	Fri Feb 27 14:51:21 +0000 2015	Cut music to 'an hour a day' - WHO 
5.71306E+17	Fri Feb 27 13:47:20 +0000 2015	Devo Manc' and the NHS 
5.7129E+17	Fri Feb 27 12:46:33 +0000 2015	Start date for 'Devo Manc' NHS plan 
5.71149E+17	Fri Feb 27 03:25:12 +0000 2015	Leukaemia changes 'almost inevitable' 
5.70983E+17	Thu Feb 26 16:26:37 +0000 2015	Man sentenced for doctor CV changes 
5.7097E+17	Thu Feb 26 15:32:01 +0000 2015	Savile: Why the risks are real in today's NHS 
5.70882E+17	Thu Feb 26 09:44:02 +0000 2015	Savile 'abused 63 people at hospital' 
5.70871E+17	Thu Feb 26 09:01:10 +0000 2015	VIDEO: Dementia 'like having a small child' 
5.70771E+17	Thu Feb 26 02:23:12 +0000 2015	Call to ban energy drinks for kids 
5.70771E+17	Thu Feb 26 02:23:12 +0000 2015	Dispute over outdoor smoking ban call 
5.7072E+17	Wed Feb 25 23:00:08 +0000 2015	Hospital staff 'told of Savile abuse' 
5.7061E+17	Wed Feb 25 15:43:25 +0000 2015	Analysis: An HIV 'game changer'? 
5.70553E+17	Wed Feb 25 11:54:54 +0000 2015	WHO 'taken aback' by measles outbreaks 
5.7053E+17	Wed Feb 25 10:26:02 +0000 2015	Don't cut other areas to fund NHS' 
5.7053E+17	Wed Feb 25 10:26:02 +0000 2015	VIDEO: Flu scientists defend vaccine choice 
5.70485E+17	Wed Feb 25 07:25:13 +0000 2015	VIDEO: Health devolution for Greater Manchester 
5.70397E+17	Wed Feb 25 01:35:46 +0000 2015	Depression 'link' to violent crime 
5.70397E+17	Wed Feb 25 01:35:46 +0000 2015	Skin test spots Alzheimer's disease 
5.70345E+17	Tue Feb 24 22:08:43 +0000 2015	Give HIV drugs to healthy gay men' 
5.7033E+17	Tue Feb 24 21:11:23 +0000 2015	Councils 'to control £6bn NHS budget' 
5.70269E+17	Tue Feb 24 17:08:56 +0000 2015	Tobacco 'kills two in three smokers' 
5.70246E+17	Tue Feb 24 15:36:15 +0000 2015	Patient waiting time targets missed 
5.70237E+17	Tue Feb 24 15:00:58 +0000 2015	NHS 'must step in' over Avastin row 
5.702E+17	Tue Feb 24 12:35:09 +0000 2015	"Black alert' trust stops 1,000 ops "
5.702E+17	Tue Feb 24 12:35:09 +0000 2015	Rise in A&amp;E wait times for patients 
5.70161E+17	Tue Feb 24 09:59:44 +0000 2015	Teenage pregnancies hit record low 
5.70143E+17	Tue Feb 24 08:49:23 +0000 2015	Care inspections 'not fit for purpose' 
5.70125E+17	Tue Feb 24 07:36:51 +0000 2015	VIDEO: Finger on the pulse of bionic research 
5.7004E+17	Tue Feb 24 02:00:06 +0000 2015	Support fears 'delay' NHS discharges 
5.70022E+17	Tue Feb 24 00:48:44 +0000 2015	Dementia research matchmaker scheme 
5.70022E+17	Tue Feb 24 00:48:44 +0000 2015	Deciding vote on three-person babies 
5.70022E+17	Tue Feb 24 00:48:44 +0000 2015	VIDEO: The smart bandage treating wounds 
5.69977E+17	Mon Feb 23 21:47:37 +0000 2015	Early exposure 'cuts peanut allergy' 
5.6993E+17	Mon Feb 23 18:42:21 +0000 2015	Hospital 'black alerts' extended 
5.6991E+17	Mon Feb 23 17:20:39 +0000 2015	Fertility clinic at hospital reopens 
5.69865E+17	Mon Feb 23 14:21:51 +0000 2015	VIDEO: The dangers of tanning addiction 
5.69852E+17	Mon Feb 23 13:32:33 +0000 2015	Patient in '16-hour trolley wait' 
5.69845E+17	Mon Feb 23 13:03:06 +0000 2015	WHO calls for action over Mers virus 
5.69834E+17	Mon Feb 23 12:18:34 +0000 2015	UK Ebola medics under investigation 
5.69826E+17	Mon Feb 23 11:48:52 +0000 2015	VIDEO: Mental health deaths 'avoidable' 
5.69789E+17	Mon Feb 23 09:21:01 +0000 2015	Call for global single-use syringes 
5.69763E+17	Mon Feb 23 07:36:45 +0000 2015	VIDEO: Youth heart screening saving lives 
5.69763E+17	Mon Feb 23 07:36:45 +0000 2015	VIDEO: Tackling FGM's poor prosecution rate 
5.69728E+17	Mon Feb 23 05:17:11 +0000 2015	Healthy dose of hope for one-use syringes 
5.69692E+17	Mon Feb 23 02:57:08 +0000 2015	Deaths in detention 'avoidable' 
5.69658E+17	Mon Feb 23 00:40:30 +0000 2015	The blind breast cancer detectors 
5.69574E+17	Sun Feb 22 19:06:57 +0000 2015	VIDEO: Ex-pilot warns over 'toxic plane fumes' 
5.69212E+17	Sat Feb 21 19:07:20 +0000 2015	VIDEO: Swine flu outbreak spreads across India 
5.69127E+17	Sat Feb 21 13:28:53 +0000 2015	Dementia research to receive £300m 
5.69107E+17	Sat Feb 21 12:12:24 +0000 2015	VIDEO: How do 'dementia friends' work? 
5.69037E+17	Sat Feb 21 07:31:45 +0000 2015	Dementia friends' reach one million 
5.68976E+17	Sat Feb 21 03:28:29 +0000 2015	NHS foundation trusts deficit rises 
5.68931E+17	Sat Feb 21 00:30:22 +0000 2015	VIDEO: Babies sleeping outside 'sleep longer' 
5.68908E+17	Fri Feb 20 23:00:55 +0000 2015	VIDEO: Child mental health 'must be priority' 
5.68737E+17	Fri Feb 20 11:39:25 +0000 2015	Fifteen-minute Ebola test approved 
5.68715E+17	Fri Feb 20 10:11:43 +0000 2015	A&amp;E waits worsen across England 
5.68686E+17	Fri Feb 20 08:18:51 +0000 2015	VIDEO: Trying to save young hearts 
5.68654E+17	Fri Feb 20 06:11:44 +0000 2015	Patients face fines on free scripts 
5.6858E+17	Fri Feb 20 01:17:44 +0000 2015	Priority call on child mental health 
5.6858E+17	Fri Feb 20 01:17:44 +0000 2015	Sunlight harms skin for hours later 
5.68571E+17	Fri Feb 20 00:41:49 +0000 2015	Resistant-malaria 'enormous threat' 
5.68546E+17	Thu Feb 19 23:00:03 +0000 2015	US panel backs 'green' low-meat diet 
5.68438E+17	Thu Feb 19 15:51:54 +0000 2015	Dozens exposed to superbug in LA 
5.68357E+17	Thu Feb 19 10:30:14 +0000 2015	Suicide in men 'highest since 2001' 
5.68357E+17	Thu Feb 19 10:30:13 +0000 2015	Unsafe' trust in special measures 
5.68349E+17	Thu Feb 19 09:59:46 +0000 2015	VIDEO: The children let down by mental health care 
5.68268E+17	Thu Feb 19 04:36:51 +0000 2015	NHS child mental health care pledge 
5.68268E+17	Thu Feb 19 04:36:51 +0000 2015	Child mental health: A mother's struggle 
5.68268E+17	Thu Feb 19 04:36:51 +0000 2015	Australia Hep A outbreak spreads 
5.68248E+17	Thu Feb 19 03:17:00 +0000 2015	Viewpoint: 'Children see a person not a disability' 
5.68205E+17	Thu Feb 19 00:28:41 +0000 2015	NHS 'paying too much for medicines' 
5.68133E+17	Wed Feb 18 19:39:28 +0000 2015	VIDEO: Painful wait for a child's diagnosis 
5.68117E+17	Wed Feb 18 18:38:36 +0000 2015	Radical HIV vaccine ploy raises hope 
5.68117E+17	Wed Feb 18 18:38:36 +0000 2015	Disabled children 'left in pain' 
5.68085E+17	Wed Feb 18 16:29:34 +0000 2015	VIDEO: E-cigarette ban at Scottish hospitals 
5.68085E+17	Wed Feb 18 16:29:34 +0000 2015	"Cannabis: Promise, risk and controversy "
5.68067E+17	Wed Feb 18 15:16:54 +0000 2015	Patient-safety-fear GP 'defies NHS' 
5.68067E+17	Wed Feb 18 15:16:54 +0000 2015	State of the NHS: Wales v England 
5.68023E+17	Wed Feb 18 12:24:01 +0000 2015	NHS misses a year of cancer targets 
5.68005E+17	Wed Feb 18 11:10:51 +0000 2015	Fewer A&amp;E patients waiting longer 
5.67971E+17	Wed Feb 18 08:56:32 +0000 2015	VIDEO: Drug and Alcohol Courts to be extended 
5.67971E+17	Wed Feb 18 08:56:32 +0000 2015	VIDEO: Doctors told to reduce antibiotics 
